date,supermarket,outlet_id,sku,sku_description,category,pack_size_g,unit_price_sgd,demand_units,safety_stock_units,warehouse_on_hand_units,peak_month,is_peak_month,weekday,lat,lng,outlet_level,ratio
9/30/2025,Sheng Siong,SHE-OT1,ALM-130G-ROASTED-002,Roasted Almonds 130g,Almonds,130,5.35,16,155,1336,6,0,1,1.338340746,103.8385964,154,0.992536127
9/30/2025,Sheng Siong,SHE-OT2,ALM-130G-ROASTED-002,Roasted Almonds 130g,Almonds,130,5.35,19,342,1462,6,0,1,1.338339781,103.8330977,392,1.145545756
9/30/2025,Sheng Siong,SHE-OT3,ALM-130G-ROASTED-002,Roasted Almonds 130g,Almonds,130,5.35,39,169,2043,6,0,1,1.334423344,103.8082936,161,0.95486856
9/30/2025,Fairprice,FAI-OT1,ALM-135G-HONEY-005,Honey Almonds 135g,Almonds,135,5.25,27,104,1929,12,0,1,1.347081605,103.834447,95,0.915065072
9/30/2025,Fairprice,FAI-OT2,ALM-135G-HONEY-005,Honey Almonds 135g,Almonds,135,5.25,36,143,2359,12,0,1,1.370128572,103.8238446,169,1.181278668
9/30/2025,Giant,GIA-OT1,ALM-135G-HONEY-005,Honey Almonds 135g,Almonds,135,5.25,27,379,1615,12,0,1,1.361379758,103.8281229,413,1.088961714
9/30/2025,Giant,GIA-OT2,ALM-135G-HONEY-005,Honey Almonds 135g,Almonds,135,5.25,32,147,2850,12,0,1,1.356046339,103.8006234,173,1.174776599
9/30/2025,Sheng Siong,SHE-OT1,ALM-135G-HONEY-005,Honey Almonds 135g,Almonds,135,5.25,17,155,2620,8,0,1,1.338340746,103.8385964,168,1.082210876
9/30/2025,Sheng Siong,SHE-OT2,ALM-135G-HONEY-005,Honey Almonds 135g,Almonds,135,5.25,23,165,2164,8,0,1,1.338339781,103.8330977,175,1.058043136
9/30/2025,Sheng Siong,SHE-OT3,ALM-135G-HONEY-005,Honey Almonds 135g,Almonds,135,5.25,32,130,1739,8,0,1,1.334423344,103.8082936,155,1.193417707
9/30/2025,Fairprice,FAI-OT1,ALM-135G-NATURAL-BAKED-015,Natural Baked Almonds 135g,Almonds,135,5,26,93,731,12,0,1,1.347081605,103.834447,94,1.006232839
9/30/2025,Fairprice,FAI-OT2,ALM-135G-NATURAL-BAKED-015,Natural Baked Almonds 135g,Almonds,135,5,24,81,289,12,0,1,1.370128572,103.8238446,94,1.157665104
9/30/2025,Giant,GIA-OT1,ALM-135G-NATURAL-BAKED-015,Natural Baked Almonds 135g,Almonds,135,5,20,113,531,11,0,1,1.361379758,103.8281229,120,1.058615062
9/30/2025,Giant,GIA-OT2,ALM-135G-NATURAL-BAKED-015,Natural Baked Almonds 135g,Almonds,135,5,37,210,541,11,0,1,1.356046339,103.8006234,232,1.102508767
9/30/2025,Sheng Siong,SHE-OT1,ALM-135G-NATURAL-BAKED-015,Natural Baked Almonds 135g,Almonds,135,5,28,184,474,11,0,1,1.338340746,103.8385964,182,0.988719147
9/30/2025,Sheng Siong,SHE-OT2,ALM-135G-NATURAL-BAKED-015,Natural Baked Almonds 135g,Almonds,135,5,18,251,688,11,0,1,1.338339781,103.8330977,249,0.990567834
9/30/2025,Sheng Siong,SHE-OT3,ALM-135G-NATURAL-BAKED-015,Natural Baked Almonds 135g,Almonds,135,5,17,106,888,11,0,1,1.334423344,103.8082936,99,0.938586053
9/30/2025,Fairprice,FAI-OT1,ALM-135G-ROASTED-003,Roasted Almonds 135g,Almonds,135,5,33,214,670,12,0,1,1.347081605,103.834447,236,1.102555797
9/30/2025,Fairprice,FAI-OT2,ALM-135G-ROASTED-003,Roasted Almonds 135g,Almonds,135,5,25,201,503,12,0,1,1.370128572,103.8238446,228,1.132803916
9/30/2025,Giant,GIA-OT1,ALM-135G-ROASTED-003,Roasted Almonds 135g,Almonds,135,5,12,185,601,12,0,1,1.361379758,103.8281229,200,1.079288608
9/30/2025,Giant,GIA-OT2,ALM-135G-ROASTED-003,Roasted Almonds 135g,Almonds,135,5,30,171,590,12,0,1,1.356046339,103.8006234,162,0.945062784
9/30/2025,Sheng Siong,SHE-OT1,ALM-135G-ROASTED-003,Roasted Almonds 135g,Almonds,135,5,20,170,532,11,0,1,1.338340746,103.8385964,177,1.038387543
9/30/2025,Sheng Siong,SHE-OT2,ALM-135G-ROASTED-003,Roasted Almonds 135g,Almonds,135,5,11,90,472,11,0,1,1.338339781,103.8330977,95,1.053530174
9/30/2025,Sheng Siong,SHE-OT3,ALM-135G-ROASTED-003,Roasted Almonds 135g,Almonds,135,5,15,242,520,11,0,1,1.334423344,103.8082936,276,1.142367768
9/30/2025,Fairprice,FAI-OT1,ALM-135G-SMOKED-009,Smoked Almonds 135g,Almonds,135,5.4,23,191,1580,11,0,1,1.347081605,103.834447,217,1.133624858
9/30/2025,Fairprice,FAI-OT2,ALM-135G-SMOKED-009,Smoked Almonds 135g,Almonds,135,5.4,11,199,1146,11,0,1,1.370128572,103.8238446,192,0.963365848
9/30/2025,Giant,GIA-OT1,ALM-135G-SMOKED-009,Smoked Almonds 135g,Almonds,135,5.4,15,197,1378,11,0,1,1.361379758,103.8281229,231,1.17510585
9/30/2025,Giant,GIA-OT2,ALM-135G-SMOKED-009,Smoked Almonds 135g,Almonds,135,5.4,22,218,1239,11,0,1,1.356046339,103.8006234,201,0.921477547
9/30/2025,Sheng Siong,SHE-OT1,ALM-135G-SMOKED-009,Smoked Almonds 135g,Almonds,135,5.4,16,279,770,6,0,1,1.338340746,103.8385964,331,1.184884951
9/30/2025,Sheng Siong,SHE-OT2,ALM-135G-SMOKED-009,Smoked Almonds 135g,Almonds,135,5.4,29,176,532,6,0,1,1.338339781,103.8330977,190,1.081928644
9/30/2025,Sheng Siong,SHE-OT3,ALM-135G-SMOKED-009,Smoked Almonds 135g,Almonds,135,5.4,33,12,946,6,0,1,1.334423344,103.8082936,14,1.175024905
9/30/2025,Fairprice,FAI-OT1,ALM-150G-ROASTED-004,Roasted Almonds 150g,Almonds,150,5,15,166,598,11,0,1,1.347081605,103.834447,177,1.06854565
9/30/2025,Fairprice,FAI-OT2,ALM-150G-ROASTED-004,Roasted Almonds 150g,Almonds,150,5,18,169,438,11,0,1,1.370128572,103.8238446,159,0.943661433
9/30/2025,Giant,GIA-OT1,ALM-150G-ROASTED-004,Roasted Almonds 150g,Almonds,150,5,25,218,602,11,0,1,1.361379758,103.8281229,249,1.144296148
9/30/2025,Giant,GIA-OT2,ALM-150G-ROASTED-004,Roasted Almonds 150g,Almonds,150,5,20,37,326,11,0,1,1.356046339,103.8006234,43,1.163844155
9/30/2025,Sheng Siong,SHE-OT1,ALM-150G-ROASTED-004,Roasted Almonds 150g,Almonds,150,5,31,27,334,11,0,1,1.338340746,103.8385964,31,1.142626611
9/30/2025,Sheng Siong,SHE-OT2,ALM-150G-ROASTED-004,Roasted Almonds 150g,Almonds,150,5,13,257,317,11,0,1,1.338339781,103.8330977,270,1.049002125
9/30/2025,Sheng Siong,SHE-OT3,ALM-150G-ROASTED-004,Roasted Almonds 150g,Almonds,150,5,36,65,1010,11,0,1,1.334423344,103.8082936,64,0.987280133
9/30/2025,Fairprice,FAI-OT1,ALM-150G-SMOKED-010,Smoked Almonds 150g,Almonds,150,5.4,31,227,2653,6,0,1,1.347081605,103.834447,241,1.060947824
9/30/2025,Fairprice,FAI-OT2,ALM-150G-SMOKED-010,Smoked Almonds 150g,Almonds,150,5.4,22,113,995,6,0,1,1.370128572,103.8238446,121,1.066998293
9/30/2025,Giant,GIA-OT1,ALM-150G-SMOKED-010,Smoked Almonds 150g,Almonds,150,5.4,18,88,1227,6,0,1,1.361379758,103.8281229,90,1.019373931
9/30/2025,Giant,GIA-OT2,ALM-150G-SMOKED-010,Smoked Almonds 150g,Almonds,150,5.4,15,78,2035,6,0,1,1.356046339,103.8006234,77,0.988566026
9/30/2025,Sheng Siong,SHE-OT1,ALM-150G-SMOKED-010,Smoked Almonds 150g,Almonds,150,5.4,27,197,2651,11,0,1,1.338340746,103.8385964,232,1.178889351
9/30/2025,Sheng Siong,SHE-OT2,ALM-150G-SMOKED-010,Smoked Almonds 150g,Almonds,150,5.4,13,17,1977,11,0,1,1.338339781,103.8330977,20,1.170079945
9/30/2025,Sheng Siong,SHE-OT3,ALM-150G-SMOKED-010,Smoked Almonds 150g,Almonds,150,5.4,17,208,2227,11,0,1,1.334423344,103.8082936,204,0.979759933
9/30/2025,Fairprice,FAI-OT1,ALM-300G-NATURAL-BAKED-016,Natural Baked Almonds 300g,Almonds,300,2.95,20,266,3655,11,0,1,1.347081605,103.834447,242,0.909109773
9/30/2025,Fairprice,FAI-OT2,ALM-300G-NATURAL-BAKED-016,Natural Baked Almonds 300g,Almonds,300,2.95,16,210,3739,11,0,1,1.370128572,103.8238446,204,0.972033203
9/30/2025,Giant,GIA-OT1,ALM-300G-NATURAL-BAKED-016,Natural Baked Almonds 300g,Almonds,300,2.95,16,292,2537,11,0,1,1.361379758,103.8281229,349,1.194354762
9/30/2025,Giant,GIA-OT2,ALM-300G-NATURAL-BAKED-016,Natural Baked Almonds 300g,Almonds,300,2.95,12,245,3167,11,0,1,1.356046339,103.8006234,232,0.947331351
9/30/2025,Sheng Siong,SHE-OT1,ALM-300G-NATURAL-BAKED-016,Natural Baked Almonds 300g,Almonds,300,2.95,30,63,2552,12,0,1,1.338340746,103.8385964,70,1.107604621
9/30/2025,Sheng Siong,SHE-OT2,ALM-300G-NATURAL-BAKED-016,Natural Baked Almonds 300g,Almonds,300,2.95,15,228,4500,12,0,1,1.338339781,103.8330977,215,0.941655772
9/30/2025,Sheng Siong,SHE-OT3,ALM-300G-NATURAL-BAKED-016,Natural Baked Almonds 300g,Almonds,300,2.95,21,212,3352,12,0,1,1.334423344,103.8082936,244,1.152499928
9/30/2025,Fairprice,FAI-OT1,ALM-300G-SMOKED-011,Smoked Almonds 300g,Almonds,300,3.19,13,161,1067,11,0,1,1.347081605,103.834447,161,0.999823246
9/30/2025,Fairprice,FAI-OT2,ALM-300G-SMOKED-011,Smoked Almonds 300g,Almonds,300,3.19,26,134,580,11,0,1,1.370128572,103.8238446,160,1.190789415
9/30/2025,Giant,GIA-OT1,ALM-300G-SMOKED-011,Smoked Almonds 300g,Almonds,300,3.19,16,199,1844,12,0,1,1.361379758,103.8281229,211,1.061942813
9/30/2025,Giant,GIA-OT2,ALM-300G-SMOKED-011,Smoked Almonds 300g,Almonds,300,3.19,35,107,930,12,0,1,1.356046339,103.8006234,108,1.009238239
9/30/2025,Sheng Siong,SHE-OT1,ALM-300G-SMOKED-011,Smoked Almonds 300g,Almonds,300,3.19,14,109,603,8,0,1,1.338340746,103.8385964,123,1.127010655
9/30/2025,Sheng Siong,SHE-OT2,ALM-300G-SMOKED-011,Smoked Almonds 300g,Almonds,300,3.19,25,172,846,8,0,1,1.338339781,103.8330977,173,1.008705383
9/30/2025,Sheng Siong,SHE-OT3,ALM-300G-SMOKED-011,Smoked Almonds 300g,Almonds,300,3.19,9,150,1780,8,0,1,1.334423344,103.8082936,152,1.016424837
9/30/2025,Fairprice,FAI-OT1,ALM-360G-HONEY-006,Honey Almonds 360g,Almonds,360,12.76,6,40,1708,11,0,1,1.347081605,103.834447,47,1.167370722
9/30/2025,Fairprice,FAI-OT2,ALM-360G-HONEY-006,Honey Almonds 360g,Almonds,360,12.76,0,10,2024,11,0,1,1.370128572,103.8238446,12,1.192185901
9/30/2025,Giant,GIA-OT1,ALM-360G-HONEY-006,Honey Almonds 360g,Almonds,360,12.76,5,60,2952,12,0,1,1.361379758,103.8281229,60,0.99280463
9/30/2025,Giant,GIA-OT2,ALM-360G-HONEY-006,Honey Almonds 360g,Almonds,360,12.76,2,37,1608,12,0,1,1.356046339,103.8006234,37,0.995521427
9/30/2025,Sheng Siong,SHE-OT1,ALM-360G-HONEY-006,Honey Almonds 360g,Almonds,360,12.76,3,39,1497,12,0,1,1.338340746,103.8385964,40,1.038049378
9/30/2025,Sheng Siong,SHE-OT2,ALM-360G-HONEY-006,Honey Almonds 360g,Almonds,360,12.76,4,26,3464,12,0,1,1.338339781,103.8330977,27,1.048910664
9/30/2025,Sheng Siong,SHE-OT3,ALM-360G-HONEY-006,Honey Almonds 360g,Almonds,360,12.76,2,32,3383,12,0,1,1.334423344,103.8082936,34,1.068524368
9/30/2025,Fairprice,FAI-OT1,ALM-360G-SMOKED-012,Smoked Almonds 360g,Almonds,360,13.12,5,10,4148,12,0,1,1.347081605,103.834447,12,1.17021178
9/30/2025,Fairprice,FAI-OT2,ALM-360G-SMOKED-012,Smoked Almonds 360g,Almonds,360,13.12,4,10,2509,12,0,1,1.370128572,103.8238446,10,0.993837721
9/30/2025,Giant,GIA-OT1,ALM-360G-SMOKED-012,Smoked Almonds 360g,Almonds,360,13.12,3,43,4023,6,0,1,1.361379758,103.8281229,42,0.981129303
9/30/2025,Giant,GIA-OT2,ALM-360G-SMOKED-012,Smoked Almonds 360g,Almonds,360,13.12,2,18,3317,6,0,1,1.356046339,103.8006234,19,1.05094882
9/30/2025,Sheng Siong,SHE-OT1,ALM-360G-SMOKED-012,Smoked Almonds 360g,Almonds,360,13.12,3,42,3268,8,0,1,1.338340746,103.8385964,50,1.182883678
9/30/2025,Sheng Siong,SHE-OT2,ALM-360G-SMOKED-012,Smoked Almonds 360g,Almonds,360,13.12,2,57,2259,8,0,1,1.338339781,103.8330977,66,1.160337156
9/30/2025,Sheng Siong,SHE-OT3,ALM-360G-SMOKED-012,Smoked Almonds 360g,Almonds,360,13.12,1,23,2753,8,0,1,1.334423344,103.8082936,26,1.143747119
9/30/2025,Fairprice,FAI-OT1,ALM-36G-ROASTED-001,Roasted Almonds 36g,Almonds,36,1.6,204,2541,213,12,0,1,1.347081605,103.834447,2742,1.079228125
9/30/2025,Fairprice,FAI-OT2,ALM-36G-ROASTED-001,Roasted Almonds 36g,Almonds,36,1.6,366,558,304,12,0,1,1.370128572,103.8238446,608,1.089100296
9/30/2025,Giant,GIA-OT1,ALM-36G-ROASTED-001,Roasted Almonds 36g,Almonds,36,1.6,362,3522,451,12,0,1,1.361379758,103.8281229,3409,0.967960991
9/30/2025,Giant,GIA-OT2,ALM-36G-ROASTED-001,Roasted Almonds 36g,Almonds,36,1.6,236,3003,209,12,0,1,1.356046339,103.8006234,3108,1.034940593
9/30/2025,Sheng Siong,SHE-OT1,ALM-36G-ROASTED-001,Roasted Almonds 36g,Almonds,36,1.6,228,2743,499,11,0,1,1.338340746,103.8385964,2546,0.928204842
9/30/2025,Sheng Siong,SHE-OT2,ALM-36G-ROASTED-001,Roasted Almonds 36g,Almonds,36,1.6,367,2534,399,11,0,1,1.338339781,103.8330977,2693,1.062640267
9/30/2025,Sheng Siong,SHE-OT3,ALM-36G-ROASTED-001,Roasted Almonds 36g,Almonds,36,1.6,329,2257,273,11,0,1,1.334423344,103.8082936,2478,1.097906059
9/30/2025,Fairprice,FAI-OT1,ALM-36G-SMOKED-007,Smoked Almonds 36g,Almonds,36,1.73,408,1798,7399,11,0,1,1.347081605,103.834447,1961,1.090563157
9/30/2025,Fairprice,FAI-OT2,ALM-36G-SMOKED-007,Smoked Almonds 36g,Almonds,36,1.73,294,818,3343,11,0,1,1.370128572,103.8238446,899,1.09942571
9/30/2025,Giant,GIA-OT1,ALM-36G-SMOKED-007,Smoked Almonds 36g,Almonds,36,1.73,273,1314,5465,8,0,1,1.361379758,103.8281229,1428,1.086654064
9/30/2025,Giant,GIA-OT2,ALM-36G-SMOKED-007,Smoked Almonds 36g,Almonds,36,1.73,240,3712,4670,8,0,1,1.356046339,103.8006234,3914,1.05440232
9/30/2025,Sheng Siong,SHE-OT1,ALM-36G-SMOKED-007,Smoked Almonds 36g,Almonds,36,1.73,145,84,2789,12,0,1,1.338340746,103.8385964,78,0.933741378
9/30/2025,Sheng Siong,SHE-OT2,ALM-36G-SMOKED-007,Smoked Almonds 36g,Almonds,36,1.73,305,1479,2607,12,0,1,1.338339781,103.8330977,1756,1.187116392
9/30/2025,Sheng Siong,SHE-OT3,ALM-36G-SMOKED-007,Smoked Almonds 36g,Almonds,36,1.73,372,2774,5320,12,0,1,1.334423344,103.8082936,3240,1.167886838
9/30/2025,Fairprice,FAI-OT1,ALM-400G-NATURAL-BAKED-017,Natural Baked Almonds 400g,Almonds,400,12.15,5,10,464,12,0,1,1.347081605,103.834447,12,1.179245676
9/30/2025,Fairprice,FAI-OT2,ALM-400G-NATURAL-BAKED-017,Natural Baked Almonds 400g,Almonds,400,12.15,6,25,681,12,0,1,1.370128572,103.8238446,25,0.988776592
9/30/2025,Giant,GIA-OT1,ALM-400G-NATURAL-BAKED-017,Natural Baked Almonds 400g,Almonds,400,12.15,2,54,433,6,0,1,1.361379758,103.8281229,55,1.01926639
9/30/2025,Giant,GIA-OT2,ALM-400G-NATURAL-BAKED-017,Natural Baked Almonds 400g,Almonds,400,12.15,8,23,850,6,0,1,1.356046339,103.8006234,24,1.028102954
9/30/2025,Sheng Siong,SHE-OT1,ALM-400G-NATURAL-BAKED-017,Natural Baked Almonds 400g,Almonds,400,12.15,1,26,792,8,0,1,1.338340746,103.8385964,31,1.173139998
9/30/2025,Sheng Siong,SHE-OT2,ALM-400G-NATURAL-BAKED-017,Natural Baked Almonds 400g,Almonds,400,12.15,0,40,1205,8,0,1,1.338339781,103.8330977,39,0.975006502
9/30/2025,Sheng Siong,SHE-OT3,ALM-400G-NATURAL-BAKED-017,Natural Baked Almonds 400g,Almonds,400,12.15,7,10,1255,8,0,1,1.334423344,103.8082936,11,1.060076181
9/30/2025,Fairprice,FAI-OT1,ALM-80G-NATURAL-BAKED-013,Natural Baked Almonds 80g,Almonds,80,2.8,118,816,1267,6,0,1,1.347081605,103.834447,773,0.947839999
9/30/2025,Fairprice,FAI-OT2,ALM-80G-NATURAL-BAKED-013,Natural Baked Almonds 80g,Almonds,80,2.8,99,739,1203,6,0,1,1.370128572,103.8238446,822,1.112516079
9/30/2025,Giant,GIA-OT1,ALM-80G-NATURAL-BAKED-013,Natural Baked Almonds 80g,Almonds,80,2.8,53,432,1475,12,0,1,1.361379758,103.8281229,507,1.173790488
9/30/2025,Giant,GIA-OT2,ALM-80G-NATURAL-BAKED-013,Natural Baked Almonds 80g,Almonds,80,2.8,79,855,1327,12,0,1,1.356046339,103.8006234,975,1.140856115
9/30/2025,Sheng Siong,SHE-OT1,ALM-80G-NATURAL-BAKED-013,Natural Baked Almonds 80g,Almonds,80,2.8,84,420,1249,8,0,1,1.338340746,103.8385964,495,1.177969826
9/30/2025,Sheng Siong,SHE-OT2,ALM-80G-NATURAL-BAKED-013,Natural Baked Almonds 80g,Almonds,80,2.8,105,662,979,8,0,1,1.338339781,103.8330977,630,0.951512143
9/30/2025,Sheng Siong,SHE-OT3,ALM-80G-NATURAL-BAKED-013,Natural Baked Almonds 80g,Almonds,80,2.8,98,702,2098,8,0,1,1.334423344,103.8082936,732,1.042953863
9/30/2025,Fairprice,FAI-OT1,ALM-80G-SMOKED-008,Smoked Almonds 80g,Almonds,80,3.02,50,327,858,12,0,1,1.347081605,103.834447,371,1.135997542
9/30/2025,Fairprice,FAI-OT2,ALM-80G-SMOKED-008,Smoked Almonds 80g,Almonds,80,3.02,52,491,1242,12,0,1,1.370128572,103.8238446,550,1.119162817
9/30/2025,Giant,GIA-OT1,ALM-80G-SMOKED-008,Smoked Almonds 80g,Almonds,80,3.02,56,630,1537,12,0,1,1.361379758,103.8281229,651,1.033270588
9/30/2025,Giant,GIA-OT2,ALM-80G-SMOKED-008,Smoked Almonds 80g,Almonds,80,3.02,53,1005,456,12,0,1,1.356046339,103.8006234,1146,1.140303136
9/30/2025,Sheng Siong,SHE-OT1,ALM-80G-SMOKED-008,Smoked Almonds 80g,Almonds,80,3.02,50,680,834,12,0,1,1.338340746,103.8385964,744,1.094617228
9/30/2025,Sheng Siong,SHE-OT2,ALM-80G-SMOKED-008,Smoked Almonds 80g,Almonds,80,3.02,70,758,1394,12,0,1,1.338339781,103.8330977,728,0.95998186
9/30/2025,Sheng Siong,SHE-OT3,ALM-80G-SMOKED-008,Smoked Almonds 80g,Almonds,80,3.02,59,472,1222,12,0,1,1.334423344,103.8082936,429,0.909732113
9/30/2025,Fairprice,FAI-OT1,CAS-120G-ROASTED-019,Roasted Cashews 120g,Cashews,120,1.42,114,431,1310,6,0,1,1.347081605,103.834447,443,1.027855089
9/30/2025,Fairprice,FAI-OT2,CAS-120G-ROASTED-019,Roasted Cashews 120g,Cashews,120,1.42,103,712,638,6,0,1,1.370128572,103.8238446,804,1.129863058
9/30/2025,Giant,GIA-OT1,CAS-120G-ROASTED-019,Roasted Cashews 120g,Cashews,120,1.42,141,936,1884,8,0,1,1.361379758,103.8281229,949,1.013429971
9/30/2025,Giant,GIA-OT2,CAS-120G-ROASTED-019,Roasted Cashews 120g,Cashews,120,1.42,156,123,2139,8,0,1,1.356046339,103.8006234,116,0.942037102
9/30/2025,Sheng Siong,SHE-OT1,CAS-120G-ROASTED-019,Roasted Cashews 120g,Cashews,120,1.42,89,995,1044,6,0,1,1.338340746,103.8385964,1167,1.173207746
9/30/2025,Sheng Siong,SHE-OT2,CAS-120G-ROASTED-019,Roasted Cashews 120g,Cashews,120,1.42,133,368,702,6,0,1,1.338339781,103.8330977,422,1.145731038
9/30/2025,Sheng Siong,SHE-OT3,CAS-120G-ROASTED-019,Roasted Cashews 120g,Cashews,120,1.42,76,1166,1479,6,0,1,1.334423344,103.8082936,1156,0.991128966
9/30/2025,Fairprice,FAI-OT1,CAS-130G-NATURAL-BAKED-028,Natural Baked Cashews 130g,Cashews,130,5.62,20,182,276,8,0,1,1.347081605,103.834447,193,1.063092396
9/30/2025,Fairprice,FAI-OT2,CAS-130G-NATURAL-BAKED-028,Natural Baked Cashews 130g,Cashews,130,5.62,20,90,537,8,0,1,1.370128572,103.8238446,107,1.192477699
9/30/2025,Giant,GIA-OT1,CAS-130G-NATURAL-BAKED-028,Natural Baked Cashews 130g,Cashews,130,5.62,20,189,544,6,0,1,1.361379758,103.8281229,187,0.991928478
9/30/2025,Giant,GIA-OT2,CAS-130G-NATURAL-BAKED-028,Natural Baked Cashews 130g,Cashews,130,5.62,36,135,274,6,0,1,1.356046339,103.8006234,137,1.015543276
9/30/2025,Sheng Siong,SHE-OT1,CAS-130G-NATURAL-BAKED-028,Natural Baked Cashews 130g,Cashews,130,5.62,25,181,256,8,0,1,1.338340746,103.8385964,207,1.141294304
9/30/2025,Sheng Siong,SHE-OT2,CAS-130G-NATURAL-BAKED-028,Natural Baked Cashews 130g,Cashews,130,5.62,26,173,340,8,0,1,1.338339781,103.8330977,169,0.975757679
9/30/2025,Sheng Siong,SHE-OT3,CAS-130G-NATURAL-BAKED-028,Natural Baked Cashews 130g,Cashews,130,5.62,33,117,406,8,0,1,1.334423344,103.8082936,116,0.992807354
9/30/2025,Fairprice,FAI-OT1,CAS-130G-ROASTED-020,Roasted Cashews 130g,Cashews,130,5.62,37,70,1916,11,0,1,1.347081605,103.834447,69,0.991294027
9/30/2025,Fairprice,FAI-OT2,CAS-130G-ROASTED-020,Roasted Cashews 130g,Cashews,130,5.62,20,159,1737,11,0,1,1.370128572,103.8238446,165,1.037540498
9/30/2025,Giant,GIA-OT1,CAS-130G-ROASTED-020,Roasted Cashews 130g,Cashews,130,5.62,37,272,1536,8,0,1,1.361379758,103.8281229,293,1.076788583
9/30/2025,Giant,GIA-OT2,CAS-130G-ROASTED-020,Roasted Cashews 130g,Cashews,130,5.62,16,200,2508,8,0,1,1.356046339,103.8006234,214,1.069289582
9/30/2025,Sheng Siong,SHE-OT1,CAS-130G-ROASTED-020,Roasted Cashews 130g,Cashews,130,5.62,24,198,3666,11,0,1,1.338340746,103.8385964,181,0.912343826
9/30/2025,Sheng Siong,SHE-OT2,CAS-130G-ROASTED-020,Roasted Cashews 130g,Cashews,130,5.62,33,157,3467,11,0,1,1.338339781,103.8330977,147,0.936189552
9/30/2025,Sheng Siong,SHE-OT3,CAS-130G-ROASTED-020,Roasted Cashews 130g,Cashews,130,5.62,32,131,3868,11,0,1,1.334423344,103.8082936,124,0.94554003
9/30/2025,Fairprice,FAI-OT1,CAS-135G-HONEY-024,Honey Cashews 135g,Cashews,135,5.51,21,292,2745,12,0,1,1.347081605,103.834447,267,0.914196983
9/30/2025,Fairprice,FAI-OT2,CAS-135G-HONEY-024,Honey Cashews 135g,Cashews,135,5.51,26,304,1115,12,0,1,1.370128572,103.8238446,351,1.155937907
9/30/2025,Giant,GIA-OT1,CAS-135G-HONEY-024,Honey Cashews 135g,Cashews,135,5.51,35,113,2920,6,0,1,1.361379758,103.8281229,125,1.10500173
9/30/2025,Giant,GIA-OT2,CAS-135G-HONEY-024,Honey Cashews 135g,Cashews,135,5.51,22,272,2615,6,0,1,1.356046339,103.8006234,313,1.149939169
9/30/2025,Sheng Siong,SHE-OT1,CAS-135G-HONEY-024,Honey Cashews 135g,Cashews,135,5.51,24,32,1167,8,0,1,1.338340746,103.8385964,33,1.030296809
9/30/2025,Sheng Siong,SHE-OT2,CAS-135G-HONEY-024,Honey Cashews 135g,Cashews,135,5.51,11,208,2169,8,0,1,1.338339781,103.8330977,242,1.163999078
9/30/2025,Sheng Siong,SHE-OT3,CAS-135G-HONEY-024,Honey Cashews 135g,Cashews,135,5.51,26,149,2332,8,0,1,1.334423344,103.8082936,168,1.125034424
